C	000000000006000093	ZZZZ026 SODA ASH LIGHT3B	18150	54530.957	42395.812	45718.345	45269.667	45404.270	42077.006	7.833	87.365	48.961	12.101	118.553	1322.248	741.007	183.149	27.603	22700	15125	15	42000.000	4500033432	09.01.2014	25.02.2014				20126.850	24.01.2014
C	000000000006000096	ZZZZ044 CITRIC ACID  100%	800	1649.445	1841.920	2029.773	2006.000	2013.132	2299.543	14.980	82.311	42.906	36.234	10.052	55.234	28.792	24.314	17.611	1000	675	15	0.000		00.00.0000	00.00.0000				1176.311	24.01.2014
C	000000000006000097	ZZZZ045 ACETIC ACID  100%	5340	7578.446	12547.675	13261.701	13369.667	13337.277	14064.540	6.521	87.637	53.190	16.617	28.989	389.615	236.472	73.875	12.636	17790	20000	40	20160.000	4500033323	02.01.2014	31.01.2014				5508.358	24.01.2014
C	000000000006000098	ZZZZ043 HYDROGEN PEROXIDE  50%	15270	49116.223	36269.750	39729.369	37456.333	38138.244	44041.156	12.289	83.305	48.349	22.505	156.230	1059.030	614.651	286.098	28.529	50850	40000	40	21600.000	4500033289	31.12.2013	18.02.2014				20094.346	24.01.2014
C	000000000006000098	ZZZZ043 HYDROGEN PEROXIDE  50%	15270	49116.223	36269.750	39729.369	37456.333	38138.244	44041.156	12.289	83.305	48.349	22.505	156.230	1059.030	614.651	286.098	28.529	50850	40000	40	21600.000	4500033451	10.01.2014	28.02.2014				20094.346	24.01.2014
C	000000000006000098	ZZZZ043 HYDROGEN PEROXIDE  50%	15270	49116.223	36269.750	39729.369	37456.333	38138.244	44041.156	12.289	83.305	48.349	22.505	156.230	1059.030	614.651	286.098	28.529	50850	40000	40	21600.000	4500033451	10.01.2014	14.03.2014				20094.346	24.01.2014
C	000000000006000098	ZZZZ043 HYDROGEN PEROXIDE  50%	15270	49116.223	36269.750	39729.369	37456.333	38138.244	44041.156	12.289	83.305	48.349	22.505	156.230	1059.030	614.651	286.098	28.529	50850	40000	40	21600.000	4500033451	10.01.2014	28.03.2014				20094.346	24.01.2014
C	000000000006000098	ZZZZ043 HYDROGEN PEROXIDE  50%	15270	49116.223	36269.750	39729.369	37456.333	38138.244	44041.156	12.289	83.305	48.349	22.505	156.230	1059.030	614.651	286.098	28.529	50850	40000	40	21600.000	4500033451	10.01.2014	04.04.2014				20094.346	24.01.2014
C	000000000006000098	ZZZZ043 HYDROGEN PEROXIDE  50%	15270	49116.223	36269.750	39729.369	37456.333	38138.244	44041.156	12.289	83.305	48.349	22.505	156.230	1059.030	614.651	286.098	28.529	50850	40000	40	21600.000	4500033451	10.01.2014	25.04.2014				20094.346	24.01.2014
D	000000000006000108	DSDY112 DAINIX YELLOW AC-E NEW  100%	25	20.851	1.055	1.769	1.333	1.464	2.406	94.467	34.904	1595484.660	3191238.407	0.046	0.017	778.597	1557.324	0.018	25	25		0.000		00.00.0000	00.00.0000				1.944	24.01.2014
D	000000000006000109	DSDR 113 DANIX RED AC-E 100%	25	30.930	2.204	4.072	2.000	2.622	2.262	10.259	13.272	890877.950	1781791.468	0.009	0.012	778.627	1557.286	0.026	25	25		0.000		00.00.0000	00.00.0000				2.053	24.01.2014
C	000000000006000164	ZZZZ151 SODIUM HYDROSULPHITE	2600	7531.087	6001.456	6688.423	6478.333	6541.360	6194.510	18.338	86.866	57.462	24.590	39.985	189.406	125.293	53.617	24.491	9800	21000	45	0.000		00.00.0000	00.00.0000				2449.529	24.01.2014
D	000000000006000174	CGCW159 UVITEX BHV 100%	240	1088.722	614.147	777.111	569.333	631.666	860.518	54.843	67.265	25.209	70.243	11.548	14.163	5.308	14.790	35.003	960	540	45	540.000	4500033610	23.01.2014	13.02.2014				471.386	24.01.2014
A	000000000006000236	CHZZ187 NOVAMID -S 150 (1:9)	1080	3007.936	2532.985	2833.077	2641.667	2699.090	3109.814	10.448	77.169	53.306	47.210	9.400	69.429	47.959	42.475	22.250	3140	2240	35	3000.000	4500033366	06.01.2014	05.02.2014	4411	15.01.2014		920.612	24.01.2014
D	000000000006000237	PCRR076 KISCOZOL RED F3B	25	45.374	26.524	52.621	0.667	16.253	0.700	99.779	230.973	99.420	99.288	0.541	1.251	0.539	0.538	42.013	25	25	45	0.000		00.00.0000	00.00.0000				0.071	24.01.2014
D	000000000006000245	BAPB192 HELIZARIN  BLUE  RT100% LIQUID	30	18.000	3.183	6.367	2.000	3.310	0.000	81.269	0.604	286.685	96.504	0.090	0.001	0.316	0.106	55.901	30	30	45	30.000	4500033366	06.01.2014	05.02.2014	4408	15.01.2014		6.000	24.01.2014
D	000000000006000248	DSPO195  IMPERON ORANGE KG 100% LIQUID	30	22.000	1.083	2.167	0.000	0.650	0.000	976.923	154.000	2198.791	82.198	0.212	0.033	0.476	0.018	81.784	30	30	45	0.000		00.00.0000	00.00.0000				7.000	24.01.2014
C	000000000006000250	ZZZZ197 SODIUM THIO SULPHATE	3175	4589.707	7287.370	8437.033	7741.333	7950.043	7111.674	44.756	81.286	75.652	47.087	118.604	215.409	200.480	124.780	10.733	11925	5025	45	4000.000	4500033514	17.01.2014	01.02.2014		15.01.2014		1884.851	24.01.2014
C	000000000006000270	ZZZZ098 SODIUM ACETATE	100	227.475	223.301	300.560	206.000	234.368	291.430	81.333	59.639	29.472	63.887	6.354	4.659	2.302	4.991	19.851	125	75	15	0.000		00.00.0000	00.00.0000				231.229	24.01.2014
A	000000000006000281	CHZZ123 VISCAVIN CA SPECIAL 100%	250	1309.086	587.680	675.482	631.667	644.812	713.931	18.924	78.176	48.865	31.678	4.068	16.803	10.503	6.809	43.419	750	500	35	375.000	4500033510	17.01.2014	16.02.2014	4421			351.989	24.01.2014
A	000000000006000286	CHZZ146 HEPTOL GL 100%	140	624.807	54.929	104.620	100.667	101.853	116.720	66.749	35.669	100.000	91.900	2.266	1.211	3.395	3.120	93.914	140	140	35	0.000		00.00.0000	00.00.0000				1.925	24.01.2014
D	000000000006000293	CLRR179 DRIMARENE RED X 6BN	75	47.327	118.973	228.920	139.000	165.976	23.700	97.324	20.732	100.000	96.971	5.385	1.147	5.533	5.365	4.310	25	25		0.000		00.00.0000	00.00.0000				1.173	24.01.2014
D	000000000006000294	CLRY178 DRIMARENE YELLOW X4RN	50	156.738	99.184	154.492	72.000	96.748	12.300	100.866	29.703	100.000	96.625	3.253	0.958	3.225	3.116	24.509	150	75	45	0.000		00.00.0000	00.00.0000				0.762	24.01.2014
A	000000000006000306	PCZZ161 NEOCRYSTAL PT200 LIQUID	560	2701.053	1266.167	1450.582	1311.333	1353.108	1210.102	42.033	82.862	76.513	70.511	18.958	37.374	34.510	31.803	34.514	1540	1120	35	1120.000	4500033366	06.01.2014	05.02.2014	4418	15.01.2014		241.411	24.01.2014
D	000000000006000324	COPY203 PIGMENT YELLOW F2G	30	26.000	0.333	0.667	0.000	0.200	0.000	1900.000	100.000	95569.643	199410.714	0.127	0.007	6.371	13.294	2.643	30	30		0.000		00.00.0000	00.00.0000				4.000	24.01.2014
A	000000000006000378	PCZZ232 POLYAVIN PE36	1200	4856.507	2818.486	3479.463	2981.000	3130.539	3513.260	16.830	65.116	51.215	32.487	17.562	67.950	53.444	33.901	32.809	3600	2640	35	2400.000	4500033366	06.01.2014	05.02.2014	4416	15.01.2014		1680.472	24.01.2014
D	000000000006000455	DSRK256 REMAZOL DEEP BLACK RGB GRAN	975	6791.156	2180.788	2673.281	2298.667	2411.051	2731.169	21.328	72.271	66.334	49.054	17.141	58.083	53.312	39.424	53.585	3625	2000	45	1000.000	4500033510	17.01.2014	16.02.2014	4422			665.403	24.01.2014
A	000000000006000478	PCZZ267 RUCO PT PDR	850	3760.018	2017.499	2360.919	2005.333	2112.009	1888.772	18.520	74.687	58.646	45.650	13.038	52.580	41.287	32.137	35.103	2475	1750	35	0.000		00.00.0000	00.00.0000				675.424	24.01.2014
D	000000000006000521	ZZZZ281 UVITEX MSV LIQ	60	73.908	54.441	68.175	42.000	49.852	76.605	11.837	61.490	1179.553	2202.587	0.197	1.022	19.601	36.601	2.483	60	60	45	60.000	4500033407	07.01.2014	26.02.2014				16.690	24.01.2014
A	000000000006000530	ZZZZ283 HYDROPERM RPU LIQ	1320	6490.999	3042.887	3686.326	3249.667	3380.665	4684.106	18.796	72.217	46.410	18.156	21.181	81.381	52.299	20.460	43.544	3960	2760	35	2400.000	4500033234	24.12.2013	10.02.2014		29.01.2014	05.02.2014	1491.062	24.01.2014
A	000000000006000530	ZZZZ283 HYDROPERM RPU LIQ	1320	6490.999	3042.887	3686.326	3249.667	3380.665	4684.106	18.796	72.217	46.410	18.156	21.181	81.381	52.299	20.460	43.544	3960	2760	35	4800.000	4500033412	08.01.2014	09.03.2014		19.02.2014	26.02.2014	1491.062	24.01.2014
A	000000000006000552	ZZZZ290 ECOSIL MAC	1440	37.890	2171.808	4297.013	3500.000	3739.104	40.000	98.393	6.103	99.766	99.874	122.634	7.607	124.345	124.480	0.152	4320	2520	35	0.000		00.00.0000	00.00.0000				5.175	24.01.2014
A	000000000006000582	CHZZ302 SCAVIN PS	120	0.020	11.165	22.330	0.000	6.699	0.000	1691.014	40.290	1443.247	29.947	3.776	0.090	3.223	0.067	0.011	120	120		0.000		00.00.0000	00.00.0000				49.340	24.01.2014
D	000000000006000600	PCZZ310 RYUDYE W BLUE 2R CONC E	30	36.000	2.667	5.333	0.000	1.600	0.000	275.000	105.563	556.920	193.304	0.147	0.056	0.297	0.103	142.292	30	30	45	0.000		00.00.0000	00.00.0000				6.000	24.01.2014
A	000000000006000610	PCZZ318 SUNMORAL PTEG	360	1560.072	820.180	1100.112	893.667	955.601	1419.087	19.992	58.282	84.251	99.958	6.368	18.565	26.837	31.840	25.495	1080	840	35	1680.000	4500033366	06.01.2014	05.02.2014	4413	15.01.2014		70.327	24.01.2014
A	000000000006000632	CLZZ322 SANITIZED T99-19	175	560.038	331.063	440.350	465.333	457.838	767.051	47.638	63.215	32.819	4.348	7.270	9.647	5.009	0.664	30.946	525	375	35	200.000	4500033238	24.12.2013	10.02.2014		05.02.2014	17.01.2014	255.011	24.01.2014
A	000000000006000632	CLZZ322 SANITIZED T99-19	175	560.038	331.063	440.350	465.333	457.838	767.051	47.638	63.215	32.819	4.348	7.270	9.647	5.009	0.664	30.946	525	375	35	800.000	4500033411	08.01.2014	09.03.2014		14.02.2014	04.03.2014	255.011	24.01.2014
D	000000000006000653	PCRN333 DRIMAREN NAVY X-GN	25	106.122	33.663	62.256	35.667	43.644	3.800	90.885	4.557	100.000	98.252	1.322	0.066	1.455	1.429	36.632	75	25	45	0.000		00.00.0000	00.00.0000				0.178	24.01.2014
A	000000000006000672	ZZZZ387 UMIDOL APY.TH LIQUID	240	654.255	566.159	735.629	530.333	591.922	913.503	88.824	64.437	12.288	84.075	17.526	12.714	2.425	16.589	22.378	720	480	35	1800.000	4500033412	08.01.2014	09.03.2014		19.02.2014	26.02.2014	496.522	24.01.2014
A	000000000006000694	ZZZZ382 JINLUBECO NP825	330	88.115	856.241	1116.055	677.000	808.717	1051.515	13.413	59.822	46.777	26.726	3.616	16.126	12.610	7.205	2.390	990	550	35	550.000	4500033203	20.12.2013	25.01.2014	4372	05.01.2014		439.997	24.01.2014
A	000000000006000694	ZZZZ382 JINLUBECO NP825	330	88.115	856.241	1116.055	677.000	808.717	1051.515	13.413	59.822	46.777	26.726	3.616	16.126	12.610	7.205	2.390	990	550	35	330.000	4500033269	31.12.2013	30.01.2014	4392	05.01.2014		439.997	24.01.2014
A	000000000006000694	ZZZZ382 JINLUBECO NP825	330	88.115	856.241	1116.055	677.000	808.717	1051.515	13.413	59.822	46.777	26.726	3.616	16.126	12.610	7.205	2.390	990	550	35	1100.000	4500033366	06.01.2014	05.02.2014	4414			439.997	24.01.2014
A	000000000006000694	ZZZZ382 JINLUBECO NP825	330	88.115	856.241	1116.055	677.000	808.717	1051.515	13.413	59.822	46.777	26.726	3.616	16.126	12.610	7.205	2.390	990	550	35	550.000	4500033510	17.01.2014	16.02.2014	4423			439.997	24.01.2014
A	000000000006000710	ZZZZ373 HYDROPERM HV LIQ	240	1021.749	614.455	774.972	617.000	664.392	974.188	19.194	66.568	51.057	12.631	4.251	14.743	11.307	2.797	34.993	720	600	35	240.000	4500033234	24.12.2013	10.02.2014		29.01.2014	05.02.2014	287.191	24.01.2014
A	000000000006000710	ZZZZ373 HYDROPERM HV LIQ	240	1021.749	614.455	774.972	617.000	664.392	974.188	19.194	66.568	51.057	12.631	4.251	14.743	11.307	2.797	34.993	720	600	35	1500.000	4500033412	08.01.2014	09.03.2014		19.02.2014	26.02.2014	287.191	24.01.2014
A	000000000006000720	ZZZZ372 DILASOFT JWN LIQUID	1680	6250.815	3841.486	4650.225	4063.333	4239.401	5824.431	17.757	73.514	45.364	19.082	25.093	103.885	64.106	26.966	33.454	4920	3480	35	2280.000	4500033093	17.12.2013	25.01.2014		15.01.2014	22.01.2014	1881.338	24.01.2014
A	000000000006000720	ZZZZ372 DILASOFT JWN LIQUID	1680	6250.815	3841.486	4650.225	4063.333	4239.401	5824.431	17.757	73.514	45.364	19.082	25.093	103.885	64.106	26.966	33.454	4920	3480	35	2880.000	4500033234	24.12.2013	10.02.2014		29.01.2014	05.02.2014	1881.338	24.01.2014
A	000000000006000720	ZZZZ372 DILASOFT JWN LIQUID	1680	6250.815	3841.486	4650.225	4063.333	4239.401	5824.431	17.757	73.514	45.364	19.082	25.093	103.885	64.106	26.966	33.454	4920	3480	35	5400.000	4500033412	08.01.2014	09.03.2014		19.02.2014	26.02.2014	1881.338	24.01.2014
A	000000000006000730	ZZZZ345 OKWET DNNT 40	120	154.216	134.565	269.131	0.000	80.739	0.000	452.130	99.443	511.717	1042.836	12.168	2.676	13.772	28.066	6.532	120	120		0.000		00.00.0000	00.00.0000				445.784	24.01.2014
D	000000000006000750	PCRY350 REACTIVE YELLOW 3RS	200	1595.133	533.239	718.081	435.333	520.157	377.453	60.865	52.426	80.825	75.710	10.553	9.090	14.014	13.127	51.607	775	425	45	0.000		00.00.0000	00.00.0000				76.027	24.01.2014
A	000000000006000751	ZZZZ369 Supremo MH Conc	75	299.785	82.275	113.731	46.000	66.319	34.000	56.086	33.408	3.396	153.418	1.240	0.739	0.075	3.392	76.010	75	75	35	0.000		00.00.0000	00.00.0000				71.215	24.01.2014
D	000000000006000752	ZZZZ368 Auxiprint Pink3BL	30	23.000	0.583	1.167	0.000	0.350	0.000	1900.000	1866.286	19823.469	47918.367	0.222	0.218	2.313	5.590	5.804	30	30	45	0.000		00.00.0000	00.00.0000				7.000	24.01.2014
C	000000000006000820	ZZZZ148 COUSTIC SODA FLAKES 99% (1:1)	8275	59233.869	19677.115	20817.884	20672.333	20715.998	22461.134	8.753	83.661	46.921	0.541	60.442	577.709	324.009	3.733	69.328	27625	25000	40	0.000		00.00.0000	00.00.0000				9938.945	24.01.2014
A	000000000006000821	ZZZZ399 SOLUSOFT ECO LIQUID	360	1349.060	928.333	1159.173	913.667	987.319	1379.355	22.767	67.828	48.159	7.478	7.493	22.323	15.849	2.461	32.070	1200	840	35	720.000	4500033234	24.12.2013	10.02.2014		29.01.2014	05.02.2014	486.460	24.01.2014
A	000000000006000821	ZZZZ399 SOLUSOFT ECO LIQUID	360	1349.060	928.333	1159.173	913.667	987.319	1379.355	22.767	67.828	48.159	7.478	7.493	22.323	15.849	2.461	32.070	1200	840	35	1800.000	4500033412	08.01.2014	09.03.2014		19.02.2014	26.02.2014	486.460	24.01.2014
D	000000000006000832	PCRK393 REACTIVE BLACK B	2150	5830.901	4916.157	5547.602	5343.667	5404.847	5763.675	14.198	81.365	31.319	11.567	25.579	146.589	56.425	20.840	26.650	7575	4500	42	4000.000	4500033269	31.12.2013	05.02.2014	4379			3139.325	24.01.2014
D	000000000006000832	PCRK393 REACTIVE BLACK B	2150	5830.901	4916.157	5547.602	5343.667	5404.847	5763.675	14.198	81.365	31.319	11.567	25.579	146.589	56.425	20.840	26.650	7575	4500	42	3000.000	4500033366	06.01.2014	10.02.2014	4399			3139.325	24.01.2014
D	000000000006000833	PCRR389 SINOFIX ORANGE 3R	48	228.165	76.981	108.483	103.667	105.112	67.427	56.256	54.537	77.685	51.884	1.971	1.911	2.722	1.818	39.516	156	84	45	0.000		00.00.0000	00.00.0000				22.747	24.01.2014
D	000000000006000890	PCRY410 NOVAFIX GOLDEN YELLOW 2RN	2825	9508.829	6344.229	7206.262	6983.667	7050.445	7689.034	5.534	80.047	45.147	2.246	13.005	188.121	106.103	5.279	32.710	9875	5875	42	5000.000	4500033269	31.12.2013	30.01.2014	4380			3412.918	24.01.2014
D	000000000006000890	PCRY410 NOVAFIX GOLDEN YELLOW 2RN	2825	9508.829	6344.229	7206.262	6983.667	7050.445	7689.034	5.534	80.047	45.147	2.246	13.005	188.121	106.103	5.279	32.710	9875	5875	42	3000.000	4500033366	06.01.2014	05.02.2014	4400			3412.918	24.01.2014
D	000000000006000890	PCRY410 NOVAFIX GOLDEN YELLOW 2RN	2825	9508.829	6344.229	7206.262	6983.667	7050.445	7689.034	5.534	80.047	45.147	2.246	13.005	188.121	106.103	5.279	32.710	9875	5875	42	2000.000	4500033510	17.01.2014	16.02.2014	4424			3412.918	24.01.2014
A	000000000006000920	PCZZ416 WHITE LATEX A590HB (1:1)	2160	7264.117	4669.692	5272.290	5478.000	5416.287	5866.610	1.493	84.050	54.117	35.102	2.695	151.747	97.704	63.375	27.823	6360	4560	35	2640.000	4500033269	31.12.2013	05.02.2014	4387			1979.919	24.01.2014
A	000000000006000920	PCZZ416 WHITE LATEX A590HB (1:1)	2160	7264.117	4669.692	5272.290	5478.000	5416.287	5866.610	1.493	84.050	54.117	35.102	2.695	151.747	97.704	63.375	27.823	6360	4560	35	2400.000	4500033366	06.01.2014	10.02.2014	4415			1979.919	24.01.2014
A	000000000006000934	PCZZ423 ADVANLEV CWD LIQ	120	203.663	119.793	158.695	114.333	127.642	89.506	15.636	60.481	38.344	61.582	0.665	2.573	1.631	2.620	31.917	120	120	35	240.000	4500033510	17.01.2014	16.02.2014	4425			48.168	24.01.2014
A	000000000006000935	PCZZ424 UNIVADINE DPS LIQ	240	311.218	488.249	644.030	467.000	520.109	554.614	8.393	57.439	35.461	52.545	1.455	9.958	6.148	9.110	12.466	600	480	35	1200.000	4500033510	17.01.2014	16.02.2014	4426			214.238	24.01.2014
D	000000000006000950	PCZZ436 SYNOWHITE NF 530	100	320.400	278.471	343.225	225.000	260.467	299.644	42.815	66.846	26.157	47.707	3.717	5.804	2.271	4.142	26.949	400	225	45	300.000	4500033433	09.01.2014	08.02.2014				179.527	24.01.2014
D	000000000006000950	PCZZ436 SYNOWHITE NF 530	100	320.400	278.471	343.225	225.000	260.467	299.644	42.815	66.846	26.157	47.707	3.717	5.804	2.271	4.142	26.949	400	225	45	225.000	4500033608	23.01.2014	22.02.2014				179.527	24.01.2014
D	000000000006000961	PCRB430 NOVAFIX BLUE BB 133% POW	50	282.895	68.758	100.018	103.333	102.338	121.896	45.813	59.075	97.238	97.956	1.563	2.015	3.317	3.342	41.966	150	75	45	0.000		00.00.0000	00.00.0000				1.807	24.01.2014
D	000000000006000970	PCRB431 JOYFIX TURQUOISE G	225	992.815	458.576	543.034	573.333	564.243	514.151	21.316	81.214	72.114	75.597	4.009	15.275	13.563	14.218	30.362	850	475	45	200.000	4500033366	06.01.2014	05.02.2014	4405	15.01.2014		105.555	24.01.2014
D	000000000006000970	PCRB431 JOYFIX TURQUOISE G	225	992.815	458.576	543.034	573.333	564.243	514.151	21.316	81.214	72.114	75.597	4.009	15.275	13.563	14.218	30.362	850	475	45	300.000	4500033510	17.01.2014	16.02.2014	4427			105.555	24.01.2014
D	000000000006000981	PCRR434 REACTIVE RED 3BS	2700	8612.652	6488.258	7105.967	6628.667	6771.857	7182.076	5.208	84.573	44.175	4.982	11.755	190.906	99.716	11.245	30.627	9475	5650	42	5350.000	4500033269	31.12.2013	05.02.2014	4381			3265.553	24.01.2014
D	000000000006000981	PCRR434 REACTIVE RED 3BS	2700	8612.652	6488.258	7105.967	6628.667	6771.857	7182.076	5.208	84.573	44.175	4.982	11.755	190.906	99.716	11.245	30.627	9475	5650	42	3000.000	4500033366	06.01.2014	10.02.2014	4401			3265.553	24.01.2014
D	000000000006000981	PCRR434 REACTIVE RED 3BS	2700	8612.652	6488.258	7105.967	6628.667	6771.857	7182.076	5.208	84.573	44.175	4.982	11.755	190.906	99.716	11.245	30.627	9475	5650	42	2000.000	4500033510	17.01.2014	21.02.2014	4428			3265.553	24.01.2014
D	000000000006001003	PCDO441 MEKICRON ORANGE RF	25	62.339	4.228	7.800	1.000	3.040	0.000	99.276	81.546	97.815	95.771	0.101	0.083	0.099	0.097	313.261	25	25	45	0.000		00.00.0000	00.00.0000				0.061	24.01.2014
D	000000000006001004	PCDR442 MEKICRON RUBINE LSF	25	89.630	32.865	53.455	29.667	36.803	29.288	40.203	27.737	84.512	4.243	0.493	0.340	1.037	0.052	50.610	50	25	45	0.000		00.00.0000	00.00.0000				10.883	24.01.2014
D	000000000006001005	PCDY443 MEKICRON YELLOW BROWN S2R 150%	25	103.546	69.772	119.849	49.000	70.255	27.450	18.500	3.984	62.700	33.022	0.433	0.093	1.468	0.773	29.901	100	50	45	0.000		00.00.0000	00.00.0000				34.035	24.01.2014
D	000000000006001006	PCDR444 POLYPERSE RED SBR	25	33.136	7.860	12.473	4.333	6.775	1.896	27.247	22.199	703.922	1279.399	0.062	0.050	1.590	2.889	13.443	25	25	45	50.000	4500033510	17.01.2014	16.02.2014	4429			2.712	24.01.2014
D	000000000006001007	PCDY445 DISPERST YELLOW S6G	25	49.031	6.550	9.328	6.000	6.998	5.500	79.366	31.609	72.594	46.475	0.185	0.074	0.169	0.108	131.804	25	25	45	0.000		00.00.0000	00.00.0000				1.769	24.01.2014
D	000000000006001010	PCRV448 INTRACRON VIOLET V5RL	25	227.358	33.179	54.194	11.333	24.191	7.600	40.924	29.821	65.666	86.465	0.330	0.240	0.530	0.697	160.111	25	25	45	0.000		00.00.0000	00.00.0000				4.640	24.01.2014
D	000000000006001030	PCRN451 NOVAFIX NAVY BLUE GG	1275	4665.463	3022.742	3435.720	3113.000	3209.816	3504.880	6.469	79.663	52.105	14.844	6.921	85.235	55.749	15.882	32.669	4500	2675	42	2400.000	4500033269	31.12.2013	30.01.2014	4382			1355.210	24.01.2014
D	000000000006001030	PCRN451 NOVAFIX NAVY BLUE GG	1275	4665.463	3022.742	3435.720	3113.000	3209.816	3504.880	6.469	79.663	52.105	14.844	6.921	85.235	55.749	15.882	32.669	4500	2675	42	2000.000	4500033366	06.01.2014	05.02.2014	4402			1355.210	24.01.2014
A	000000000006001041	PCZZ467 CONTAVAN PF300	1260	5866.356	2937.119	3200.429	3014.333	3070.162	2796.169	18.455	88.422	58.006	10.900	18.886	90.490	59.363	11.155	42.634	3640	2520	35	700.000	4500033366	06.01.2014	05.02.2014	4417	15.01.2014		1239.946	24.01.2014
D	000000000006001050	PCDT452 DIANIX TURQUOISE XF	25	67.850	14.146	22.684	5.667	10.772	0.000	61.474	63.879	100.000	88.982	0.221	0.229	0.359	0.320	97.206	25	25	45	0.000		00.00.0000	00.00.0000				4.750	24.01.2014
D	000000000006001055	PCDK457 MEKICRON BLACK WXF	25	58.444	1.730	3.459	2.000	2.438	0.000	211.772	7.465	84.179	153.662	0.172	0.006	0.068	0.125	328.337	25	25	45	0.000		00.00.0000	00.00.0000				1.623	24.01.2014
D	000000000006001056	PCDB493 MEKICRON BLUE BG	25	76.519	21.704	32.937	21.000	24.581	12.672	96.680	29.559	100.000	84.640	0.792	0.242	0.819	0.694	48.553	25	25	45	0.000		00.00.0000	00.00.0000				0.881	24.01.2014
